step,action,platform_id,task_id,task_geometry,task_stage,risk,score,path_length,energy_cost,reward,completed_count,late_count,risk_exposure_sum,total_path_length,total_energy,accepted_actions,conflicts,review_queue_length,valid_action_count
1,"[3, 3, 3, 3, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A009;A009;A009;A009,point;point;point;point,screening;screening;screening;screening,12,202.9537552742616,44,0.37037037037037035,-12.091574074074074,0,0,390.0,0,0.023148148148148147,"[{""platform_id"": ""UAV-3"", ""task_id"": ""A009"", ""stage"": ""screening"", ""score"": 41.89709039548023}]","[{""task_id"": ""A009"", ""stage"": ""screening"", ""loser"": ""UAV-1"", ""winner"": ""UAV-3""}, {""task_id"": ""A009"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-3""}, {""task_id"": ""A009"", ""stage"": ""screening"", ""loser"": ""UAV-4"", ""winner"": ""UAV-3""}]",0,44
2,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A010;A010;A010;A010,point;point;point;point,screening;screening;screening;screening,12,203.5137552742616,36,0.3333333333333333,-12.10199074074074,0,0,780.0,11,0.06712962962962962,"[{""platform_id"": ""UAV-1"", ""task_id"": ""A010"", ""stage"": ""screening"", ""score"": 41.92042372881356}]","[{""task_id"": ""A010"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-1""}, {""task_id"": ""A010"", ""stage"": ""screening"", ""loser"": ""UAV-4"", ""winner"": ""UAV-1""}]",0,32
3,"[1, 1, 0, 1, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A011;A011;A011;A011,point;point;point;point,screening;screening;screening;screening,12,203.37400649116478,38,0.3425925925925926,-12.11298611111111,0,0,1170.0,20,0.13310185185185186,"[{""platform_id"": ""UAV-4"", ""task_id"": ""A011"", ""stage"": ""screening"", ""score"": 41.90897435897436}]","[{""task_id"": ""A011"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-4""}]",0,20
4,"[2, 1, 7, 1, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A014;A014;A014;A014,point;point;point;point,screening;screening;screening;screening,12,200.9943347639485,72,0.5,-3.125486111111112,0,0,1560.0,30,0.2240740740740741,"[{""platform_id"": ""UAV-2"", ""task_id"": ""A014"", ""stage"": ""screening"", ""score"": 41.815862068965515}]",[],1,25
5,"[7, 1, 9, 2, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A015;A015;A015;A015;A009;A009;A009;A009,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,403.9945107521324,125,0.710648148148148,-2.12826834045584,0,0,1950.0,30,0.32061075498575503,"[{""platform_id"": ""UAV-3"", ""task_id"": ""A015"", ""stage"": ""screening"", ""score"": 41.74608695652174}, {""platform_id"": ""USV-1"", ""task_id"": ""A009"", ""stage"": ""review"", ""score"": 41.904957140711986}]","[{""task_id"": ""A009"", ""stage"": ""review"", ""loser"": ""USV-2"", ""winner"": ""USV-1""}, {""task_id"": ""A009"", ""stage"": ""review"", ""loser"": ""USV-3"", ""winner"": ""USV-1""}, {""task_id"": ""A009"", ""stage"": ""review"", ""loser"": ""USV-4"", ""winner"": ""USV-1""}]",1,24
6,"[3, 5, 2, 11, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017;A010;A010;A010;A010,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,405.1507866775991,113,0.6689814814814816,-2.1315459077959087,0,0,2340.0,48,0.42370257057757066,"[{""platform_id"": ""UAV-1"", ""task_id"": ""A017"", ""stage"": ""screening"", ""score"": 41.82775362318841}, {""platform_id"": ""USV-4"", ""task_id"": ""A010"", ""stage"": ""review"", ""score"": 42.021049889466795}]","[{""task_id"": ""A010"", ""stage"": ""review"", ""loser"": ""USV-2"", ""winner"": ""USV-4""}, {""task_id"": ""A010"", ""stage"": ""review"", ""loser"": ""USV-3"", ""winner"": ""USV-4""}]",1,23
7,"[0, 4, 0, 1, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A018;A016;A018;A018;A011;A011;A011;A011,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,405.4575157696813,96,0.5833333333333334,-11.132838346067512,0,0,2730.0,48,0.529379262712596,"[{""platform_id"": ""UAV-4"", ""task_id"": ""A018"", ""stage"": ""screening"", ""score"": 41.862753623188404}, {""platform_id"": ""USV-2"", ""task_id"": ""A011"", ""stage"": ""review"", ""score"": 41.9626798020662}]","[{""task_id"": ""A011"", ""stage"": ""review"", ""loser"": ""USV-3"", ""winner"": ""USV-2""}]",0,8
8,"[0, 4, 1, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A020;A016;A020;A020,point;point;point;point,screening;screening;screening;screening,12,202.11482058097587,56,0.42592592592592593,-4.132838346067512,0,0,3120.0,89,0.6350559548476213,[],[],1,22
9,"[2, 4, 5, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A020;A016;A013;A020;A014;A014;A014;A014,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,402.91856463876667,141,0.7361111111111112,-11.132876926314427,0,0,3510.0,103,0.7408098074764738,"[{""platform_id"": ""UAV-2"", ""task_id"": ""A016"", ""stage"": ""screening"", ""score"": 41.80476505139501}, {""platform_id"": ""USV-3"", ""task_id"": ""A014"", ""stage"": ""review"", ""score"": 41.4985286367643}]",[],0,8
10,"[2, 1, 4, 2, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4,A020;A020;A013;A020,point;point;point;point,screening;screening;screening;screening,12,201.55516534251583,64,0.46296296296296297,4.867123073685576,0,0,3900.0,103,0.8465636601053262,[],[],2,34
11,"[2, 1, 4, 2, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,A020;A020;A013;A020;A015;A015;A015;A015,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,402.04976441793326,148,0.7476851851851852,-2.1321824818699824,0,0,4290.0,103,0.9509286238452899,"[{""platform_id"": ""UAV-1"", ""task_id"": ""A020"", ""stage"": ""screening"", ""score"": 41.81666666666666}, {""platform_id"": ""UAV-3"", ""task_id"": ""A013"", ""stage"": ""screening"", ""score"": 41.781666666666666}]",[],3,21
12,"[0, 1, 3, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B049;B055;B055;B049;A015;A015;A015;A015,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,403.8304630216735,134,0.7384259259259259,-12.13465161767245,0,0,4680.0,127,1.060231859190192,"[{""platform_id"": ""UAV-4"", ""task_id"": ""B049"", ""stage"": ""screening"", ""score"": 41.96821533923304}]",[],3,8
13,"[0, 7, 3, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B053;A012;B055;B053;A015;A015;A015;A015,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,404.351169934628,138,0.7430555555555556,-13.13465161767245,0,0,5070.0,154,1.1695350945350942,[],[],3,8
14,"[10, 7, 3, 0, 0, 0, 0, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B053;A012;B055;B053;A015;A015;A015;A015,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,405.0117887885165,140,0.7540509259259258,4.86534838232755,0,0,5460.0,186,1.2788383298799963,[],[],5,34
15,"[10, 7, 6, 0, 2, 0, 0, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B053;A012;A012;B053;A015;A015;A015;A015,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,406.5826867452058,129,0.6840277777777777,-2.132838346067512,0,0,5850.0,196,1.3845150220150217,"[{""platform_id"": ""UAV-2"", ""task_id"": ""A012"", ""stage"": ""screening"", ""score"": 41.85202702702703}, {""platform_id"": ""UAV-4"", ""task_id"": ""B053"", ""stage"": ""screening"", ""score"": 41.94536036036036}]",[],6,21
16,"[0, 11, 11, 0, 2, 0, 0, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B055;B106;B106;B055;A015;A015;A015;A015,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,406.82298795497604,137,0.7575231481481481,82.36654436998187,1,0,6192.0,208,1.4914262820512818,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B055"", ""stage"": ""screening"", ""score"": 41.968693693693695}]",[],7,29
17,"[4, 11, 11, 9, 6, 6, 6, 6]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B057;B106;B106;B183;A013;A013;A013;A013,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,397.5621459977886,214,0.978587962962963,74.36557081119581,2,0,6528.0,223,1.6002846596596592,"[{""platform_id"": ""UAV-3"", ""task_id"": ""B106"", ""stage"": ""screening"", ""score"": 41.852397260273975}, {""platform_id"": ""USV-4"", ""task_id"": ""A013"", ""stage"": ""review"", ""score"": 40.22383037282695}]",[],6,15
18,"[4, 6, 10, 9, 2, 0, 0, 1]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B057;B117;B117;B183;A015;A015;A015;A015,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,409.54440724258944,121,0.683449074074074,91.36545952202202,3,0,6858.0,223,1.709365615615615,"[{""platform_id"": ""USV-1"", ""task_id"": ""A015"", ""stage"": ""review"", ""score"": 44.65351703422442}]",[],7,42
19,"[4, 6, 8, 9, 4, 4, 4, 4]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B057;B117;B122;B183;A016;A016;A016;A016,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,404.3167151717924,176,0.8391203703703702,-1.135987237237238,3,0,7239.0,244,1.8213400900900893,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B057"", ""stage"": ""screening"", ""score"": 41.95739726027397}, {""platform_id"": ""UAV-4"", ""task_id"": ""B183"", ""stage"": ""screening"", ""score"": 41.87598310291859}, {""platform_id"": ""USV-2"", ""task_id"": ""A016"", ""stage"": ""review"", ""score"": 42.805124492416425}]",[],7,21
20,"[0, 6, 0, 11, 6, 6, 6, 6]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B180;B117;B117;B181;A012;A012;A012;A012,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,396.78661317936576,215,0.9293981481481481,-12.136450200200201,3,0,7620.0,244,1.9342404904904897,"[{""platform_id"": ""UAV-2"", ""task_id"": ""B117"", ""stage"": ""screening"", ""score"": 41.93431643625192}]",[],7,8
21,"[0, 4, 0, 11, 6, 6, 6, 6]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B180;B122;E011;B181;A012;A012;A012;A012,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,396.2691946845363,234,0.9895833333333335,4.863549799799802,3,0,8001.0,265,2.0471408908908906,[],[],9,34
22,"[0, 0, 0, 4, 7, 7, 6, 7]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B180;B122;E011;B180;A012;A012;A012;A012,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,24,398.1902680386831,218,0.9155092592592593,-11.133518101434767,3,0,8382.0,266,2.1541770937604277,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B180"", ""stage"": ""screening"", ""score"": 42.016111111111115}, {""platform_id"": ""UAV-3"", ""task_id"": ""E011"", ""stage"": ""screening"", ""score"": 41.79549645390071}]",[],9,8
23,"[0, 0, 0, 0, 7, 7, 6, 7]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B181;B122;B105;B181;A012;A012;A012;A012,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,23,383.50461666407955,239,1.0127314814814814,4.866481898565233,3,0,8763.0,284,2.2612132966299647,[],[],11,34
24,"[0, 0, 0, 0, 7, 7, 6, 7]",UAV-1;UAV-2;UAV-4;USV-1;USV-2;USV-3;USV-4,B181;B122;B181;A012;A012;A012;A012,point;point;point;point;point;point;point,screening;screening;screening;review;review;review;review,21,350.85908180646055,181,0.7390046296296297,-2.1312032866199537,3,0,9144.0,287,2.3636198698698716,"[{""platform_id"": ""UAV-2"", ""task_id"": ""B122"", ""stage"": ""screening"", ""score"": 42.004704049844236}, {""platform_id"": ""UAV-4"", ""task_id"": ""B181"", ""stage"": ""screening"", ""score"": 42.016370716510906}]",[],12,21
25,"[0, 0, 0, 0, 7, 7, 6, 7]",UAV-1;UAV-2;UAV-4;USV-1;USV-2;USV-3;USV-4,B182;B125;B182;A012;A012;A012;A012,point;point;point;point;point;point;point,screening;screening;screening;review;review;review;review,21,351.7299917123403,180,0.7343750000000001,-12.131203286619954,3,0,9525.0,311,2.4660264431097785,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B182"", ""stage"": ""screening"", ""score"": 42.01650234741784}]",[],12,8
26,"[1, 8, 0, 0, 7, 7, 6, 7]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B050;B105;B105;B184;A012;A012;A012;A012,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,21,356.35556111553774,261,1.0815972222222223,99.36879671338005,4,0,9828.0,311,2.5684330163496853,[],[],15,56
27,"[7, 0, 0, 0, 7, 7, 6, 7]",UAV-1;UAV-2;UAV-3;UAV-4;USV-1;USV-2;USV-3;USV-4,B105;B105;B105;B184;A012;A012;A012;A012,point;point;point;point;point;point;point;point,screening;screening;screening;screening;review;review;review;review,21,355.8965223774818,279,1.1649305555555556,-1.12160738359327,4,0,10206.0,313,2.6516477835362267,"[{""platform_id"": ""UAV-3"", ""task_id"": ""B105"", ""stage"": ""screening"", ""score"": 27.733363028953228}, {""platform_id"": ""UAV-4"", ""task_id"": ""B184"", ""stage"": ""screening"", ""score"": 42.00510268562401}, {""platform_id"": ""USV-3"", ""task_id"": ""A012"", ""stage"": ""review"", ""score"": 44.13222500205036}]","[{""task_id"": ""B105"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-3""}]",15,30
28,"[3, 0, 0, 0, 0, 0, 0, 0]",UAV-1;UAV-2;UAV-4;USV-1;USV-2;USV-3;USV-4,B107;B107;B185;A017;A017;A017;A017,point;point;point;point;point;point;point,screening;screening;screening;review;review;review;review,19,330.04296661991555,159,0.7447916666666667,-12.12381196913119,4,0,10584.0,313,2.739271721798606,"[{""platform_id"": ""UAV-1"", ""task_id"": ""B107"", ""stage"": ""screening"", ""score"": 27.65178624813154}]","[{""task_id"": ""B107"", ""stage"": ""screening"", ""loser"": ""UAV-2"", ""winner"": ""UAV-1""}]",15,21
29,"[0, 0, 0, 1, 0, 0, 0, 0]",UAV-2;UAV-4;USV-1;USV-2;USV-3;USV-4,B111;B050;A017;A017;A017;A017,point;point;point;point;point;point,screening;screening;review;review;review;review,16,280.52417051885027,142,0.6105324074074074,-3.1369292530818065,4,0,10962.0,313,2.8531302279622195,"[{""platform_id"": ""UAV-2"", ""task_id"": ""B111"", ""stage"": ""screening"", ""score"": 27.488544018058693}]",[],16,17
30,"[0, 1, 0, 1, 0, 0, 0, 0]",UAV-2;UAV-4;USV-1;USV-2;USV-3;USV-4,B098;B116;A017;A017;A017;A017,point;point;point;point;point;point,screening;screening;review;review;review;review,15,266.833275210344,149,0.6429398148148148,-12.140015672834894,4,0,11340.0,337,2.973161573632006,"[{""platform_id"": ""UAV-4"", ""task_id"": ""B116"", ""stage"": ""screening"", ""score"": 27.663483146067414}]",[],16,8
31,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,211.24654291023245,83,0.28182870370370366,22.859984327165108,5,0,11656.0,337,3.0931929193017926,[],[],16,9
32,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,212.04722715173716,83,0.28182870370370366,-13.126126783946004,5,0,12032.0,337,3.1854464871938015,[],[],16,9
33,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,212.84792427666042,83,0.28182870370370366,-13.126126783946004,5,0,12408.0,368,3.2777000550858104,[],[],16,9
34,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,213.64863465332553,83,0.28182870370370366,22.873873216053994,6,0,12716.0,398,3.3699536229778193,[],[],16,10
35,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-4;USV-1;USV-2;USV-3;USV-4,B118;A017;A017;A017;A017,point;point;point;point;point,screening;review;review;review;review,13,237.88227837230016,84,0.3142361111111111,-9.113891334210555,6,0,13090.0,398,3.4377362913989287,[],[],17,11
36,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,215.25009670694448,83,0.28182870370370366,-13.100002445321666,6,0,13464.0,443,3.4777411820422603,[],[],17,11
37,"[0, 1, 0, 0, 0, 0, 0, 0]",UAV-2;USV-1;USV-2;USV-3;USV-4,B100;A017;A017;A017;A017,point;point;point;point;point,screening;review;review;review;review,13,239.2737774521259,87,0.32812499999999994,-9.100002445321666,6,0,13838.0,467,3.517746072685592,[],[],18,12
38,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,215.3853375778438,104,0.34259259259259256,-13.086885161371049,6,0,14212.0,467,3.531516395427689,[],[],18,12
39,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,216.1861974207379,104,0.34259259259259256,-13.086885161371049,6,0,14586.0,467,3.5452867181697862,[],[],18,12
40,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,216.98707548183972,104,0.34259259259259256,72.41311483862896,7,0,14840.0,467,3.5590570409118834,[],[],18,25
41,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A017;A017;A017;A017,point;point;point;point,review;review;review;review,12,217.78797234872297,104,0.34259259259259256,-12.086841320181374,7,0,15211.0,467,3.5727396812746313,"[{""platform_id"": ""USV-1"", ""task_id"": ""A017"", ""stage"": ""review"", ""score"": 55.52828683230577}]",[],17,12
42,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A018;A018;A018;A018,point;point;point;point,review;review;review;review,12,220.10379547663607,76,0.26157407407407407,-13.086841320181374,7,0,15582.0,467,3.586422321637379,[],[],17,12
43,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A018;A018;A018;A018,point;point;point;point,review;review;review;review,12,220.90460961636455,76,0.26157407407407407,-13.086841320181374,7,0,15953.0,497,3.600104962000127,[],[],17,12
44,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A018;A018;A018;A018,point;point;point;point,review;review;review;review,12,219.75110825071715,104,0.3425925925925926,-13.086841320181374,7,0,16324.0,497,3.613787602362875,[],[],17,12
45,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A018;A018;A018;A018,point;point;point;point,review;review;review;review,12,220.55208544221125,104,0.3425925925925926,-13.086841320181374,7,0,16695.0,497,3.627470242725623,[],[],17,12
46,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A018;A018;A018;A018,point;point;point;point,review;review;review;review,12,221.35308493982316,104,0.3425925925925926,72.41315867981862,8,0,16928.0,497,3.641152883088371,[],[],17,25
47,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A018;A018;A018;A018,point;point;point;point,review;review;review;review,12,222.1541075244035,104,0.3425925925925926,-12.086841320181374,8,0,17296.0,497,3.6548355234511187,"[{""platform_id"": ""USV-2"", ""task_id"": ""A018"", ""stage"": ""review"", ""score"": 57.629659610758154}]",[],16,12
48,"[0, 0, 0, 0, 0, 0, 0, 1]",USV-1;USV-2;USV-3;USV-4,A020;A020;A020;A020,point;point;point;point,review;review;review;review,12,225.2889669092964,81,0.2760416666666667,-13.086841320181374,8,0,17664.0,497,3.6685181638138666,[],[],16,12
49,"[0, 0, 0, 0, 0, 0, 0, 1]",USV-1;USV-2;USV-3;USV-4,A020;A020;A020;A020,point;point;point;point,review;review;review;review,12,226.0899382815174,81,0.2760416666666667,-13.086841320181374,8,0,18032.0,497,3.6822008041766146,[],[],16,12
50,"[0, 0, 0, 0, 0, 0, 0, 1]",USV-1;USV-2;USV-3;USV-4,A020;A020;A020;A020,point;point;point;point,review;review;review;review,12,226.89093166335448,81,0.2760416666666667,-13.086841320181374,8,0,18400.0,537,3.6958834445393625,[],[],16,12
51,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A020;A020;A020;A020,point;point;point;point,review;review;review;review,12,225.7388234934403,109,0.35706018518518523,-13.086841320181374,8,0,18768.0,537,3.7095660849021104,[],[],16,12
52,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A020;A020;A020;A020,point;point;point;point,review;review;review;review,12,226.54003257587613,109,0.35706018518518523,-13.086841320181374,8,0,19136.0,537,3.7232487252648583,[],[],16,12
53,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A020;A020;A020;A020,point;point;point;point,review;review;review;review,12,227.3412724467974,109,0.35706018518518523,72.41315867981862,9,0,19345.0,537,3.736931365627606,[],[],16,25
54,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,A020;A020;A020;A020,point;point;point;point,review;review;review;review,12,228.14254431042275,109,0.35706018518518523,-12.086841320181374,9,0,19710.0,570,3.750614005990354,"[{""platform_id"": ""USV-4"", ""task_id"": ""A020"", ""stage"": ""review"", ""score"": 59.25437250612141}]",[],15,12
55,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,B049;B049;B049;B049,point;point;point;point,review;review;review;review,12,224.5176922757685,194,0.6168981481481481,-13.086841320181374,9,0,20075.0,570,3.764296646353102,[],[],15,12
56,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,B049;B049;B049;B049,point;point;point;point,review;review;review;review,12,225.3202391491505,194,0.6168981481481481,-13.086841320181374,9,0,20440.0,570,3.77797928671585,[],[],15,12
57,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,B049;B049;B049;B049,point;point;point;point,review;review;review;review,12,226.12288259554217,194,0.6168981481481481,72.41315867981862,10,0,20634.0,570,3.791661927078598,[],[],15,25
58,"[0, 0, 0, 0, 0, 0, 0, 0]",USV-1;USV-2;USV-3;USV-4,B049;B049;B049;B049,point;point;point;point,review;review;review;review,12,226.92562833045648,194,0.6168981481481481,-12.08685898797878,10,0,20996.0,570,3.8053799030361573,"[{""platform_id"": ""USV-3"", ""task_id"": ""B049"", ""stage"": ""review"", ""score"": 60.5210973964488}]",[],14,12
59,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,225.57572505332485,192,0.611111111111111,-13.08685898797878,10,0,21358.0,570,3.8190978789937167,[],[],14,12
60,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,226.37832291787325,192,0.611111111111111,-13.08685898797878,10,0,21720.0,570,3.832815854951276,[],[],14,12
61,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,227.18102016883782,192,0.611111111111111,-13.08685898797878,10,0,22082.0,570,3.8465338309088355,[],[],14,12
62,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,227.98382273660306,192,0.611111111111111,-13.08685898797878,10,0,22444.0,570,3.860251806866395,[],[],14,12
63,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,228.78673704171902,192,0.611111111111111,-13.08685898797878,10,0,22806.0,570,3.8739697828239543,[],[],14,12
64,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,229.58977004746063,192,0.611111111111111,-13.08685898797878,10,0,23168.0,570,3.8876877587815137,[],[],14,12
65,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,230.39292931939892,192,0.611111111111111,-13.08685898797878,10,0,23530.0,570,3.901405734739073,[],[],14,12
66,"[0, 0, 0, 0, 1, 1, 3, 2]",USV-1;USV-2;USV-3;USV-4,B053;B053;B053;B053,point;point;point;point,review;review;review;review,12,231.19622309311478,192,0.611111111111111,-13.08685898797878,10,0,23892.0,570,3.9151237106966326,[],[],14,12
