episode,steps,episode_reward,completed_tasks,risk_exposure_sum,late_tasks,total_path_length,total_energy,total_conflicts,total_invalid_actions,total_replenishments,total_returns
333,79920,2419.893508873457,33,73440.0,2,1499,7.81298225308637,11,0,10,12
334,80160,2269.5133435984353,30,74880.0,2,1406,7.573312803130475,13,0,8,8
335,80400,2363.318148791153,33,73680.0,2,1487,7.9637024176954325,9,0,7,9
336,80640,2184.072868061257,30,75360.0,2,1477,7.454263877485804,11,0,6,7
337,80880,2449.970958887756,34,73200.0,2,1619,8.65808222448844,11,0,9,9
338,81120,2721.0878482114595,43,69600.0,2,1768,9.42430357708132,13,0,12,11
339,81360,2267.9079282407415,31,74640.0,1,1336,6.7841435185184755,12,0,7,7
340,81600,2394.7111689814815,32,73680.0,2,1365,7.177662037036991,13,1,7,11
341,81840,2154.1605324074076,30,75360.0,2,1227,6.278935185185118,12,0,8,9
342,82080,2543.578730008417,35,72240.0,2,1662,8.442539983164938,10,0,9,9
343,82320,2139.6084490740745,29,75600.0,2,1315,6.383101851851761,10,0,9,9
344,82560,2641.3454282407415,36,71280.0,2,1530,7.909143518518452,16,0,10,10
345,82800,2579.5097993827158,38,71280.0,2,1600,8.580401234567862,13,0,11,11
346,83040,2107.375557263825,30,75600.0,1,1291,6.848885472348335,11,0,6,6
347,83280,2824.9186922978574,46,68400.0,2,1766,9.762615404285128,10,0,9,9
348,83520,2427.920659722223,34,72960.0,2,1226,6.7586805555554985,11,0,6,10
349,83760,2199.9402148552326,32,74880.0,2,1435,7.719570289535558,11,0,8,9
350,84000,2201.714516385258,31,74880.0,2,1407,7.170967229484309,9,0,10,10
351,84240,2315.589641203704,31,74160.0,1,1526,7.420717592592561,9,0,7,8
352,84480,2111.544513530003,28,76080.0,2,1275,6.510972939994206,8,0,9,9
353,84720,2245.389699074074,30,75120.0,2,1498,7.8206018518518094,11,0,9,11
354,84960,1884.7741621372263,23,78720.0,2,1307,7.051675725547039,11,0,7,6
355,85200,2610.395328282828,39,71040.0,2,1683,8.809343434343358,9,0,10,10
356,85440,2886.646156106919,47,67680.0,2,1891,10.30768778616173,10,0,10,10
357,85680,2427.271180555556,34,73200.0,2,1539,8.057638888888858,10,0,12,12
358,85920,2211.517779512213,29,75600.0,2,1371,7.564440975573766,12,0,7,7
359,86160,2410.7453125,33,73440.0,2,1604,8.109374999999941,8,0,10,11
360,86400,2601.1406269955296,38,71280.0,2,1755,9.318746008939964,10,1,13,12
361,86640,3008.0528335309396,43,68160.0,0,1899,10.494332938121122,9,0,8,9
362,86880,2818.5534985108957,44,68640.0,2,1947,10.493002978206922,12,0,12,12
363,87120,2428.5080600682545,37,72720.0,2,1823,9.583879863491699,7,1,11,11
364,87360,3058.6728894335506,50,66240.0,2,2104,11.254221132897651,12,0,11,12
365,87600,2603.88326099537,41,70560.0,2,1676,8.833478009259187,9,1,10,10
366,87840,2651.5184606481484,36,71520.0,2,1642,8.563078703703713,7,1,10,13
367,88080,3272.4106554266878,58,63120.0,2,2304,12.77868914662411,11,0,14,14
368,88320,3382.150115740741,54,63600.0,1,2653,14.299768518518603,10,0,15,16
369,88560,3238.2442348375334,58,63840.0,1,2383,13.111530324932792,10,0,15,15
370,88800,3109.9528935185185,51,65760.0,2,2355,12.694212962963068,7,0,13,14
371,89040,2759.112538109756,43,69840.0,2,2304,12.374923780487869,11,0,13,12
372,89280,2855.748657905743,42,69360.0,2,2287,12.102684188512823,9,0,12,11
373,89520,3332.8156250000006,57,63360.0,1,2631,13.968750000000096,11,0,16,15
374,89760,3535.143100273569,65,60720.0,2,2740,15.313799452862067,12,0,18,18
375,90000,3512.731960017534,63,61440.0,2,2910,16.13607996493174,11,0,19,19
376,90240,3525.633526234568,63,61200.0,2,2834,15.332947530864244,14,0,18,17
377,90480,3443.453367808125,60,61680.0,1,2674,14.693264383750357,10,1,17,18
378,90720,3537.1038694321405,59,61440.0,2,2429,13.392261135720599,13,0,15,14
379,90960,3348.9427021783126,63,62160.0,2,2692,14.714595643374821,10,0,17,16
380,91200,3601.460323075756,69,59760.0,1,2792,15.679353848488585,14,0,17,19
381,91440,3386.670103276354,64,61920.0,2,3106,17.259793447293628,12,0,19,21
382,91680,3467.763348765432,64,61200.0,1,3309,18.073302469135765,11,0,20,21
383,91920,3591.175670958592,68,59760.0,2,3313,18.24865808281764,11,0,21,23
384,92160,3599.5433987403103,71,59280.0,1,3355,18.513202519379874,16,0,21,23
385,92400,3543.6064935378085,70,59760.0,2,3405,18.387012924382883,12,0,23,23
386,92640,3398.2995377022144,69,61200.0,2,3258,18.00092459557271,14,0,21,21
387,92880,3492.54537037037,67,60720.0,2,3209,17.509259259259284,14,0,19,20
388,93120,3514.3569854742314,61,61680.0,1,3342,17.886029051538447,4,0,22,21
389,93360,3535.439544753087,71,59520.0,1,3247,17.72091049382726,10,0,21,21
390,93600,3810.068807745526,78,56400.0,2,3349,18.462384508948166,11,0,22,22
391,93840,3392.2100115740745,64,61680.0,2,3167,17.179976851851944,12,0,21,21
392,94080,3443.2568711932445,66,61200.0,2,3096,17.086257613510544,10,1,20,21
393,94320,3527.473611111111,66,60720.0,1,3279,17.65277777777776,5,0,21,21
394,94560,3792.854731976232,74,57360.0,1,3238,17.890536047537175,10,0,21,20
395,94800,3296.019618055556,56,63600.0,2,2721,14.560763888888877,10,0,16,15
396,95040,3067.426135706018,49,66000.0,2,1815,9.747728587963017,10,0,11,12
397,95280,2987.4312948336387,48,67440.0,2,2316,12.737410332722916,11,0,14,14
398,95520,3298.5717840608468,58,63840.0,1,2889,15.456431878307033,10,0,18,19
399,95760,3458.9069829606046,63,61920.0,1,3212,17.786034078790994,10,0,21,23
400,96000,3238.2721064814814,61,63840.0,2,3334,18.055787037037028,8,0,19,23
401,96240,3682.4707589285713,66,59520.0,2,3295,17.658482142857213,10,0,22,21
402,96480,3691.958061617,67,59760.0,1,3070,16.683876765998942,6,0,20,20
403,96720,3443.0883680555553,65,61440.0,1,3199,17.42326388888895,7,0,20,21
404,96960,3738.6070023148145,73,58080.0,1,2957,16.385995370370384,9,0,18,20
405,97200,3471.030902777777,71,60240.0,1,3343,18.538194444444642,10,0,20,22
406,97440,3593.233544280168,73,58800.0,1,3244,18.132911439665577,13,0,21,23
407,97680,3367.667773719336,65,61920.0,1,3123,17.26445256132767,11,0,20,20
408,97920,3802.4404160236622,71,58080.0,1,3178,17.71916795267515,8,0,18,21
409,98160,3686.719631583693,67,59520.0,2,3215,18.160736832611995,10,0,19,21
410,98400,3549.5119626322753,65,60960.0,3,3399,18.576074735449936,12,0,21,23
411,98640,3846.6209993035513,82,55200.0,2,3252,18.358001392897226,9,0,21,23
412,98880,3911.7325810185184,75,56640.0,3,3209,18.13483796296294,15,1,19,23
413,99120,3422.6865740740745,66,61440.0,1,3276,18.226851851851848,14,0,20,23
414,99360,3712.460341411123,67,59520.0,2,3177,17.67931717775464,12,0,20,22
415,99600,3635.2255261325095,69,59520.0,2,3256,18.148947734980567,12,0,21,23
416,99840,3292.72222635582,62,63120.0,1,3326,18.15554728835997,13,0,21,22
417,100080,3029.38810599715,61,64800.0,2,3420,18.823788005699836,10,1,22,24
418,100320,3427.493344907408,74,59760.0,2,3603,19.61331018518538,15,0,23,25
419,100560,2898.0509248542526,64,65040.0,2,3383,18.498150291495215,14,0,24,23
420,100800,3316.476339285715,65,61920.0,3,3206,17.647321428571626,12,0,19,22
421,101040,3330.373428596866,67,61920.0,1,3523,18.853142806267957,9,0,24,24
422,101280,3317.1403456769654,70,61200.0,2,3514,19.31930864606875,10,0,24,24
423,101520,3559.5925925925926,71,59520.0,1,3579,19.414814814814914,13,0,22,23
424,101760,3308.923526936027,67,61680.0,2,3429,18.752946127946288,7,0,23,23
425,102000,3415.355374710648,69,60480.0,1,3240,17.889250578703816,13,0,21,23
426,102240,3337.918476430977,67,61680.0,2,3238,17.763047138047252,9,0,20,22
427,102480,3324.7613737341644,70,61200.0,1,3071,17.077252531671167,9,0,20,21
428,102720,3275.267013888889,60,63600.0,1,3316,18.065972222222324,13,0,19,23
429,102960,3550.934672619047,74,59040.0,2,3409,18.73065476190486,11,0,21,22
430,103200,3681.9241307908824,70,59040.0,2,3372,18.751738418235647,13,1,22,24
431,103440,3463.204571759259,63,61920.0,1,3301,18.190856481481504,11,0,19,22
432,103680,3030.303472222222,55,66240.0,1,3584,18.993055555555603,11,0,21,23
433,103920,3001.753993055556,64,64800.0,1,3444,19.09201388888901,7,0,21,24
434,104160,3070.901273148148,59,65280.0,1,3482,18.797453703703827,11,0,22,24
435,104400,3255.833485900673,72,61200.0,2,3527,18.9330281986533,12,0,24,22
436,104640,3124.832035383598,64,63840.0,2,3470,18.93592923280427,9,0,22,24
437,104880,3157.7633763227514,68,62640.0,1,3535,19.07324735449732,12,0,22,24
438,105120,3065.306357598806,66,63840.0,1,3471,18.987284802389066,13,0,24,24
439,105360,3263.531613005051,73,61200.0,1,3533,19.536773989899068,10,0,22,25
440,105600,3171.1244257478634,65,62880.0,1,3323,18.35114850427362,14,2,22,24
441,105840,3123.9281828703697,68,62880.0,2,3417,18.74363425925939,9,0,22,24
442,106080,3161.7621638007063,67,62880.0,1,3535,19.075672398589106,12,0,23,24
443,106320,3436.6062044051628,71,60240.0,2,3512,19.387591189674605,13,0,23,23
444,106560,3201.8479410331383,67,62400.0,1,3672,19.904117933723125,14,1,24,25
445,106800,3253.171105225793,67,62160.0,1,3516,19.257789548414692,10,0,23,23
446,107040,3266.870363368889,72,60960.0,2,3414,18.859273262222715,11,1,22,23
447,107280,3422.516261574074,60,62160.0,1,3442,18.567476851851893,13,1,21,23
448,107520,3091.350553902116,71,62640.0,2,3404,18.898892195767317,14,0,21,23
449,107760,3169.5244370791247,65,62880.0,1,3661,19.55112584175093,14,0,24,24
450,108000,2838.2993248456796,66,65040.0,2,3516,19.001350308642007,13,0,23,23
451,108240,3259.489872685185,69,61680.0,2,3603,19.620254629629827,13,0,22,22
452,108480,3403.480003458919,70,60480.0,2,3638,19.63999308216273,13,0,23,23
453,108720,3344.230803571429,68,61440.0,1,3549,19.138392857142932,12,0,23,24
454,108960,3455.3304976851846,73,59520.0,1,3502,18.939004629629803,11,0,21,23
455,109200,3191.3018503814164,60,63840.0,1,3528,18.996299237167882,12,0,23,24
456,109440,3109.077180032948,62,63840.0,1,3336,18.445639934105603,13,0,23,23
457,109680,3140.931655092593,62,63840.0,1,3670,19.736689814814874,11,0,22,24
458,109920,3232.7551504629623,67,62400.0,1,3498,19.089699074074154,12,0,22,23
459,110160,3182.0404513888884,62,63360.0,1,3432,18.51909722222222,9,0,22,24
460,110400,3047.306234217172,65,63840.0,1,3488,18.98753156565661,12,0,22,23
461,110640,3182.3194692460315,73,61440.0,2,3444,18.96106150793658,11,0,22,23
462,110880,2982.254737103174,64,64800.0,2,3254,18.090525793650745,6,0,22,23
463,111120,3526.1066340488214,69,59760.0,1,3352,18.386731902356907,13,0,20,24
464,111360,3231.3520833333337,73,60960.0,2,3479,18.895833333333645,13,0,23,24
465,111600,3070.160179759838,65,63840.0,1,3334,18.27964048032399,11,0,20,24
466,111840,3550.1026371043636,70,59520.0,1,3268,18.394725791273896,11,0,21,22
467,112080,3056.011226851853,61,64560.0,1,3504,18.577546296296262,11,0,23,23
468,112320,3256.819645877848,68,61920.0,3,3518,18.960708244301955,13,0,23,23
469,112560,3314.648151655443,68,61200.0,2,3297,18.303696689113526,14,0,21,24
470,112800,3043.365021494709,62,64320.0,2,3507,18.869957010582276,12,1,23,24
471,113040,3196.159375,61,63600.0,1,3374,18.281250000000078,12,0,21,23
472,113280,3067.8839904164124,69,62880.0,1,3374,18.832019167175446,13,0,22,24
473,113520,3300.7430891253803,76,60240.0,1,3457,19.11382174923849,10,0,22,24
474,113760,3300.1718755314473,67,61680.0,1,3310,18.25624893710628,11,1,22,23
475,114000,3076.2160090488214,59,64800.0,1,3333,18.167981902357056,12,0,21,24
476,114240,3083.4954089506177,65,63600.0,1,3395,18.609182098765505,14,0,21,23
477,114480,3114.3796957671957,62,64080.0,2,3463,18.840608465608447,13,0,22,23
478,114720,3172.928192680935,69,61920.0,2,3394,18.743614638130673,13,1,22,23
479,114960,3386.138774362212,64,61920.0,1,3362,18.322451275576423,11,0,22,24
480,115200,3381.7332013713535,66,61440.0,1,3298,18.133597257295335,10,0,21,24
481,115440,3114.9856481481484,62,63840.0,1,3432,18.628703703703803,10,0,23,24
482,115680,3354.7346621495967,66,61680.0,1,3271,18.13067570080672,13,0,20,23
483,115920,3196.7593171296294,58,64320.0,2,3292,18.081365740740768,9,0,20,24
484,116160,2983.2891336871317,58,65520.0,1,3238,18.021732625736604,12,0,21,23
485,116400,3016.764642417767,62,64560.0,1,3293,18.070715164465266,9,0,21,23
486,116640,3321.76896043771,65,62160.0,1,3290,18.062079124579274,11,0,21,23
487,116880,3241.714710936984,61,63120.0,2,3308,18.17057812603157,9,0,22,23
488,117120,3108.7938128025053,62,63840.0,2,3258,18.012374394991735,10,0,21,24
489,117360,3326.213115530303,65,61920.0,2,3325,18.17376893939399,7,0,21,24
490,117600,3149.274554469579,58,64800.0,1,3266,18.050891060842,8,0,21,24
491,117840,3095.2728184624025,61,64320.0,1,3291,18.054363075196466,10,0,21,24
492,118080,3272.808203082573,62,63120.0,2,3231,17.9835938348541,12,0,21,23
493,118320,3054.2727220117845,63,63840.0,2,3303,18.05455597643115,8,0,21,24
494,118560,3303.1279171772358,72,60960.0,1,3505,19.344165645530435,11,0,23,25
495,118800,3317.464508258258,62,62640.0,1,3485,18.670983483483575,7,0,23,25
496,119040,3219.7101774961156,61,63600.0,1,3321,18.179645007770105,8,0,20,23
497,119280,2836.292746016365,57,66960.0,2,3264,18.014507967269587,7,0,21,23
498,119520,3621.725847011785,66,60240.0,1,3293,18.14830597643104,9,0,20,23
499,119760,3318.2704071969692,62,62880.0,2,3283,18.05918560606085,11,0,21,24
500,120000,3407.217534722223,65,61680.0,1,3530,19.16493055555562,9,0,22,24
501,120240,3740.2248098544983,71,58080.0,1,3510,19.150380291005273,8,0,22,23
502,120480,3419.80433722763,63,61920.0,2,3219,17.99132554473997,13,0,21,24
503,120720,3298.662351103085,63,62400.0,1,3355,18.275297793829868,10,0,22,24
504,120960,2993.2582544191914,57,65760.0,1,3307,18.083491161616294,7,0,21,24
505,121200,3355.2585437710445,65,61680.0,2,3296,18.082912457912524,9,0,21,24
506,121440,3565.7296085858584,66,60480.0,1,3261,18.140782828282777,10,1,20,24
507,121680,3188.56583543771,63,63360.0,1,3416,18.46832912457907,7,0,21,24
508,121920,3327.3937499999997,63,62400.0,1,3510,18.812500000000025,10,0,22,25
509,122160,2939.6352798821554,57,66240.0,2,3382,18.32944023569026,8,0,22,23
510,122400,3217.1868206807653,65,62640.0,1,3303,18.22635863846814,8,0,21,24
511,122640,2968.2312873357237,60,65280.0,2,3323,18.137425328554432,7,0,22,23
512,122880,3285.684259259259,67,61680.0,1,3617,19.231481481481335,8,0,23,24
513,123120,3220.6025104076944,67,62160.0,2,3322,18.394979184611074,7,1,21,22
514,123360,3240.4899031904965,64,62400.0,3,3465,18.620193619006507,14,0,24,23
515,123600,3088.398660714287,67,63360.0,2,3428,18.802678571428572,13,0,22,23
516,123840,3360.865938963389,69,60960.0,2,3447,18.86812207322281,8,0,21,22
517,124080,3501.743758267196,72,59760.0,1,3431,19.112483465608438,9,0,21,23
518,124320,3655.6443287037036,81,57120.0,1,3656,20.31134259259272,6,0,23,24
519,124560,3466.384218409586,71,60480.0,1,3447,18.83156318082798,9,0,22,23
520,124800,3351.909250992064,68,61440.0,1,3439,18.781498015872984,13,0,23,24
521,125040,3552.78951260288,75,59040.0,2,3402,19.02097479423875,13,0,20,23
522,125280,3492.0561590608468,71,60000.0,1,3377,18.487681878306933,11,0,22,23
523,125520,3372.3132275132266,66,61920.0,1,3457,18.97354497354507,7,0,22,23
524,125760,3517.8855539405686,73,59280.0,2,3461,18.828892118863074,11,0,23,24
525,126000,3768.8689236111113,74,57600.0,2,3376,18.862152777777887,9,0,21,24
526,126240,3599.928344119852,66,60240.0,1,3330,18.743311760296233,11,0,20,24
527,126480,3734.221354166666,78,57120.0,1,3449,19.157291666666712,11,0,22,24
528,126720,3598.5149884259263,75,58560.0,2,3623,19.57002314814811,10,0,24,24
529,126960,3480.126099537037,68,60720.0,1,3340,18.347800925926038,12,0,21,24
530,127200,3580.0046356421362,68,60000.0,2,3365,18.590728715728815,12,0,22,24
531,127440,3638.517013888888,75,58560.0,1,3557,19.565972222222403,10,0,23,24
532,127680,3925.2846643518515,77,55920.0,1,3488,19.030671296296315,15,0,21,24
533,127920,3850.979274905692,79,55920.0,1,3367,18.64145018861455,13,0,22,25
534,128160,3597.4184275793655,73,58800.0,1,3365,18.76314484127005,12,0,21,24
535,128400,3622.1405821608955,70,59520.0,1,3522,19.31883567821078,12,1,23,23
536,128640,3428.3374007936513,73,60000.0,1,3471,18.92519841269845,12,0,23,23
537,128880,3218.0689043209877,64,63120.0,1,3395,18.46219135802487,13,0,22,24
538,129120,3568.3911458333337,78,58080.0,2,3599,19.817708333333375,13,0,23,25
539,129360,3519.7518132716054,73,59040.0,2,3492,19.096373456790133,16,0,20,24
540,129600,3527.7868055555564,69,59760.0,2,3504,19.02638888888905,13,1,22,23
541,129840,3586.267899616862,73,59040.0,2,3525,19.064200766276127,14,0,23,23
542,130080,3126.235409110918,71,62400.0,2,3474,19.129181778164117,11,0,22,25
543,130320,3505.1290456649836,73,59760.0,1,3562,19.341908670033828,13,0,23,24
544,130560,3142.442263895012,73,61920.0,2,3664,19.715472209974493,13,0,23,24
545,130800,3479.3789089582197,74,59520.0,2,3410,18.842182083561447,9,0,20,24
546,131040,3258.605564814096,67,62160.0,1,3770,20.388870371808704,13,0,24,23
547,131280,3639.5171378968253,77,57600.0,1,3408,18.56572420634931,11,0,23,23
548,131520,3495.1205913299664,66,60720.0,1,3394,18.3588173400674,15,0,23,22
549,131760,3269.2976851851854,66,62400.0,1,3474,19.004629629629708,11,0,22,24
550,132000,3581.2910300925923,77,58320.0,1,3180,18.017939814814884,15,1,21,24
551,132240,3321.356913365913,64,62400.0,1,3195,17.886173268175654,16,0,20,23
552,132480,3312.4342592592598,69,61440.0,1,3423,18.731481481481424,12,0,21,24
553,132720,3683.5206392973855,75,57840.0,1,3281,18.55872140522885,10,0,20,23
554,132960,3561.5453703703706,75,58800.0,1,3333,18.50925925925928,9,0,21,24
555,133200,3394.192843364197,65,61680.0,1,3539,19.21431327160498,13,0,21,25
556,133440,3481.1292981902357,69,60480.0,1,3352,18.34140361952874,13,0,22,24
557,133680,3338.35943287037,70,61200.0,2,3453,18.881134259259404,13,0,22,23
558,133920,3209.7593942901235,65,62880.0,1,3528,19.08121141975308,9,0,23,24
559,134160,3422.300636574075,71,60720.0,1,3407,18.99872685185196,8,0,20,24
560,134400,3371.5156669061307,67,61440.0,1,3323,18.56866618773953,13,0,21,23
561,134640,3358.093171296297,72,60720.0,1,3553,19.41365740740752,8,0,23,24
562,134880,3483.397110461983,74,59280.0,2,3364,18.805779076033765,12,1,21,23
563,135120,3333.7488589738873,70,60960.0,1,3508,19.102282052224332,15,1,23,23
564,135360,3003.2561792695474,64,64560.0,2,3556,19.087641460905417,9,0,23,22
565,135600,3392.651273148148,74,60000.0,1,3503,19.29745370370375,12,0,23,25
566,135840,3452.497492283951,70,60480.0,1,3591,19.60501543209891,11,0,23,25
567,136080,3492.0481849747475,71,59760.0,1,3336,18.503630050505063,8,0,23,23
568,136320,3774.7284561471197,83,55680.0,1,3392,19.143087705761268,12,1,23,23
569,136560,3565.8694775132276,73,59280.0,1,3632,19.861044973545116,12,0,23,23
570,136800,3534.935127314814,79,57840.0,2,3602,19.729745370370473,13,0,22,25
571,137040,3703.7395254629632,80,56400.0,1,3477,19.120949074074225,9,0,22,23
572,137280,4216.303182870371,83,53280.0,1,3338,18.993634259259306,12,0,23,23
573,137520,4079.667283950618,85,53760.0,1,3358,19.26543209876557,8,0,22,22
574,137760,4281.6987268518515,92,51120.0,1,3589,20.2025462962964,6,0,22,24
575,138000,4186.580542695474,94,51600.0,1,3431,19.438914609053672,7,0,23,25
576,138240,3831.461014226453,75,56880.0,1,3391,18.677971547097044,12,0,22,22
577,138480,3736.7351851851845,76,56880.0,1,3474,19.129629629629633,9,0,23,24
578,138720,3783.7318744616714,74,57600.0,2,3479,19.136251076657963,9,0,22,24
579,138960,4474.767303240741,97,48480.0,1,3572,20.065393518518647,10,0,23,24
580,139200,4268.828002829218,84,53280.0,1,3508,19.94399434156369,10,0,23,23
581,139440,3885.039033564815,76,56640.0,1,3547,19.521932870370325,12,0,22,24
582,139680,4712.055497685185,84,49680.0,1,3262,18.489004629629743,12,0,22,23
583,139920,4209.540740740741,81,54000.0,1,3420,19.51851851851865,11,0,20,24
584,140160,3815.6886270943564,75,57120.0,1,3536,19.222745811287496,9,0,22,24
585,140400,3847.299605429293,82,55920.0,1,3632,20.000789141414295,11,0,24,24
586,140640,3520.5438409391536,65,60720.0,1,3386,18.512318121693124,13,0,22,22
587,140880,4379.841121720679,82,52320.0,1,3325,18.917756558642008,6,0,22,23
588,141120,4586.447967303241,89,49680.0,1,3170,18.704065393518647,11,0,21,23
589,141360,4360.582560896985,70,54480.0,1,3130,17.43487820602871,14,0,20,22
590,141600,4576.159164875442,79,51600.0,1,2934,17.281670249118243,15,0,20,22
591,141840,4711.98576388889,86,49440.0,1,3197,18.628472222222218,11,0,19,23
592,142080,4498.385860339506,78,52320.0,1,3076,17.8282793209878,11,0,21,20
593,142320,4988.264152520577,93,46320.0,1,3037,18.07169495884787,9,0,20,22
594,142560,5019.311863425926,98,44880.0,2,3056,17.976273148148223,18,0,21,22
595,142800,4621.948428731763,80,51120.0,2,3095,17.703142536475912,17,0,20,21
596,143040,4528.510267050588,80,51600.0,1,3011,17.579465898825823,16,0,20,22
597,143280,5060.047151692708,98,45120.0,1,3131,18.505696614583425,15,0,23,23
598,143520,5011.419502314816,96,45360.0,2,3249,18.760995370370416,13,0,22,22
599,143760,4663.082664609053,78,51600.0,1,3164,18.434670781893175,13,0,22,23
600,144000,4918.825173611111,85,48240.0,1,3104,17.949652777777928,16,0,21,22
601,144240,4649.229398148149,84,50160.0,2,3182,18.141203703703887,14,0,21,22
602,144480,4792.274826388891,85,49200.0,1,3135,18.050347222222303,13,0,19,21
603,144720,4544.876714409722,80,51840.0,2,3103,17.846571180555642,14,0,21,23
604,144960,4781.109027777776,99,46560.0,2,3267,19.3819444444444,19,0,22,23
605,145200,4754.562400793651,97,47040.0,2,3143,18.47519841269843,15,1,20,22
606,145440,4405.2976851851845,81,52320.0,1,3148,18.004629629629697,10,0,20,22
607,145680,4714.764716880341,90,48480.0,1,3154,18.070566239316296,14,0,22,22
608,145920,4675.82662037037,88,48960.0,1,3114,17.946759259259213,13,0,20,22
609,146160,4604.091915954416,93,48720.0,1,2911,17.416168091168167,19,0,21,21
610,146400,4338.6599339653085,89,51600.0,1,3081,18.280132069382006,16,0,22,23
611,146640,4408.3095486111115,79,52800.0,2,3123,17.980902777777846,13,2,19,22
612,146880,4542.150637955595,81,51360.0,1,3150,18.298724088810285,15,0,19,21
613,147120,4610.344155092592,86,49920.0,1,3028,17.91168981481486,13,0,19,22
614,147360,4355.279456018518,80,52800.0,1,3127,18.0410879629631,12,0,18,22
615,147600,4199.878125,78,54720.0,1,2976,17.843750000000185,8,1,19,22
616,147840,4336.425,101,49200.0,1,3123,18.75,11,0,20,24
617,148080,4177.795949074074,77,54720.0,1,3146,18.0081018518519,11,1,19,22
618,148320,4367.090412808642,79,53040.0,1,2989,17.41917438271611,19,0,20,21
619,148560,4317.335122863248,80,52800.0,1,3085,17.929754273504376,14,0,19,22
620,148800,4295.35032091751,80,52800.0,2,3093,17.899358164983326,14,0,20,22
621,149040,4400.629282407407,80,52560.0,2,2970,17.341435185185272,8,0,18,21
622,149280,4439.336944970539,79,52320.0,2,3078,17.926110058922642,14,0,19,22
623,149520,4270.428775032299,81,53040.0,1,3053,17.742449935400593,11,0,18,22
624,149760,4357.774089856902,84,52320.0,1,3064,18.05182028619535,12,0,18,21
625,150000,4211.8735348274395,79,54000.0,1,3086,17.85293034511782,12,0,17,19
626,150240,4660.376967592592,85,49680.0,1,3093,17.846064814814888,8,0,17,20
627,150480,4423.299999999999,80,52320.0,1,3097,18.000000000000195,8,0,16,21
628,150720,4586.6492476851845,86,49920.0,1,2927,17.301504629629665,12,0,18,21
629,150960,4420.8928819444445,87,50640.0,1,3063,17.814236111111217,15,1,17,19
630,151200,4449.395775462964,88,50400.0,2,3099,17.808449074074176,12,1,20,20
631,151440,4404.231712962964,79,52800.0,2,3165,18.136574074074108,8,0,17,20
632,151680,4513.792476851852,79,52080.0,1,3128,18.01504629629627,15,0,18,20
633,151920,4258.7118589743595,81,53040.0,2,2927,17.176282051282136,11,0,17,18
634,152160,4289.884780092591,76,54240.0,2,3113,17.830439814814753,12,1,17,19
635,152400,4258.870201210827,80,53280.0,1,3068,17.859597578347536,10,0,17,21
636,152640,4275.010269861312,79,53760.0,1,3011,17.57946027737682,8,0,17,19
637,152880,4080.822858796296,77,55200.0,1,3149,17.954282407407543,8,0,17,19
638,153120,4493.8674913194445,79,52080.0,2,3082,17.865017361111203,16,0,16,18
639,153360,4867.663165509261,89,47520.0,1,2905,17.27366898148173,16,0,18,19
640,153600,4668.401504629628,86,49440.0,1,3085,17.796990740740863,11,0,17,19
641,153840,4271.447685185185,79,53760.0,1,3054,17.70462962962971,10,1,18,19
642,154080,4355.411400462963,78,53040.0,1,2855,16.77719907407422,15,0,18,19
643,154320,4338.785243055556,79,53040.0,2,2918,17.029513888889007,13,0,17,19
644,154560,4241.903009259258,77,54000.0,2,2913,16.793981481481495,12,0,16,17
645,154800,4254.813109864672,76,54000.0,1,2894,16.973780270655308,11,0,16,17
646,155040,4435.478980195472,95,49440.0,2,2965,17.64203960905346,15,0,17,17
647,155280,4439.217664559592,81,51840.0,1,2899,17.164670880816768,12,0,16,18
648,155520,4532.786204346707,80,51360.0,1,2874,17.027591306584377,10,0,17,18
649,155760,4173.023668981482,76,54480.0,1,2772,16.55266203703703,9,0,16,17
650,156000,4396.912847222223,82,52080.0,1,2846,16.774305555555664,12,0,16,18
651,156240,4471.072617669752,83,51840.0,1,2970,17.454764660493826,13,0,17,17
652,156480,4619.189033564815,106,46320.0,1,3231,19.221932870370384,12,0,19,19
653,156720,4559.010947833995,87,49920.0,1,3042,17.578104332010636,12,0,17,18
654,156960,4321.030613425926,85,52320.0,1,3034,17.5387731481482,10,0,17,19
655,157200,4286.336058752205,69,55440.0,1,2954,16.92788249559084,10,0,17,18
656,157440,3617.558391203703,61,61200.0,1,2911,16.483217592592744,5,0,16,19
657,157680,4922.645775462964,83,48240.0,1,2701,16.308449074074204,16,0,16,17
658,157920,5013.128146582991,82,48240.0,1,2657,16.343706834019102,12,0,16,18
659,158160,5007.013047368791,81,48480.0,1,2787,16.57390526241969,9,0,17,18
660,158400,5028.2188979634675,72,50400.0,1,2751,16.162204073068438,10,0,17,16
661,158640,5046.228474977955,77,49200.0,1,2735,16.14305004409174,12,0,16,16
662,158880,5143.2209104938265,81,47760.0,1,2738,16.158179012345613,13,0,16,16
663,159120,5002.498838305898,78,49200.0,1,2842,16.602323388203086,15,0,18,19
664,159360,5082.740007716048,81,48000.0,1,2724,16.119984567901195,14,0,18,19
665,159600,5142.104398148149,86,46800.0,1,2649,16.39120370370383,13,0,18,21
666,159840,5255.412585427689,90,45360.0,1,2876,16.774829144620835,13,0,19,18
667,160080,5042.108250661376,77,49200.0,1,2732,16.383498677248742,7,0,17,20
668,160320,4434.143133404982,72,54000.0,1,2732,16.31373319003534,11,0,21,22
