episode,steps,episode_reward,completed_tasks,risk_exposure_sum,late_tasks,total_path_length,total_energy,total_conflicts,total_invalid_actions,total_replenishments,total_returns
1005,241200,3616.9599373965298,73,58560.0,1,3340,18.680125206942115,12,0,24,24
1006,241440,3545.289293981482,71,59760.0,2,3460,19.02141203703697,11,0,21,24
1007,241680,3678.560629425381,74,57840.0,2,3333,18.478741149237504,11,0,21,23
1008,241920,4066.720717592593,86,53280.0,1,3647,20.158564814814838,14,0,24,24
1009,242160,4873.066002034231,109,43920.0,2,3349,19.467995931537725,10,0,23,24
1010,242400,4617.364525462963,97,47760.0,2,3511,19.87094907407409,10,0,23,23
1011,242640,4363.720621141976,82,52560.0,2,3351,19.15875771604943,10,0,22,23
1012,242880,3974.714203811369,76,56160.0,2,3401,19.171592377261092,8,0,21,24
1013,243120,4648.597164351852,88,49680.0,1,3599,20.40567129629627,8,0,23,25
1014,243360,3751.15418377121,78,56880.0,1,3531,19.291632457580736,11,0,23,22
1015,243600,3196.212510521886,70,62160.0,1,3269,18.174978956229122,9,0,20,22
1016,243840,3912.499799870952,84,54480.0,1,3257,18.600400258095164,5,0,21,23
1017,244080,3529.350733024692,64,61200.0,2,3694,19.898533950617374,12,0,22,23
1018,244320,3946.278298611111,77,55680.0,1,3463,19.04340277777784,12,0,22,24
1019,244560,4081.074980709878,81,54480.0,2,3710,20.45003858024692,10,0,22,24
1020,244800,3906.4743248456793,76,56640.0,1,3328,18.651350308641987,9,0,22,22
1021,245040,3746.3305472883603,79,56640.0,1,3441,18.938905423280506,7,0,23,23
1022,245280,3795.3205439814806,80,56160.0,2,3410,18.95891203703715,8,0,20,23
1023,245520,3968.9274112654316,89,53520.0,1,3296,18.74517746913594,8,0,21,23
1024,245760,4318.222800925926,86,51360.0,3,3436,19.15439814814831,14,1,21,23
1025,246000,3763.9009837962963,79,57120.0,1,3524,19.79803240740739,7,0,23,23
1026,246240,4322.144618055556,86,52080.0,2,3353,19.310763888889035,10,0,22,23
1027,246480,3734.9260258838394,80,57360.0,1,3464,19.747948232323335,4,0,23,24
1028,246720,4433.168899187325,97,49200.0,2,3234,19.262201625348467,13,0,24,23
1029,246960,3984.679918981481,84,54480.0,2,3368,19.240162037037063,12,0,22,24
1030,247200,3765.565335648149,82,56400.0,2,3222,18.469328703703862,7,0,22,23
1031,247440,3939.679340277778,77,55920.0,1,3422,19.24131944444441,6,0,21,24
1032,247680,3686.2524498456787,80,57120.0,1,3573,20.095100308641904,8,0,23,24
1033,247920,3350.95306712963,73,60720.0,1,3608,19.693865740740915,5,0,24,23
1034,248160,3705.425385802469,69,59280.0,1,3619,19.749228395061852,10,0,21,23
1035,248400,3595.7464423500883,84,56880.0,1,3651,20.107115299823665,7,0,23,23
1036,248640,3419.2830407664605,74,60000.0,1,3389,19.03391846707826,11,0,21,23
1037,248880,3917.3392829585537,88,53760.0,1,3489,19.921434082892652,8,0,22,23
1038,249120,3577.5553047839508,76,58560.0,1,3307,18.489390432098748,4,0,22,24
1039,249360,3720.656074119463,75,57360.0,1,3543,19.287851761074894,12,0,23,22
1040,249600,3130.3665576550393,65,63600.0,2,3684,19.866884689922554,9,0,23,24
1041,249840,3639.144549206704,82,56640.0,2,3668,20.310901586590486,9,0,24,23
1042,250080,3320.3919394841278,67,61920.0,1,3587,19.81612103174637,10,0,22,23
1043,250320,3946.5808641975314,92,53280.0,1,3619,20.438271604938436,6,0,24,24
1044,250560,4195.858764730639,89,51840.0,1,3485,19.882470538720632,8,0,22,24
1045,250800,3920.258574459877,77,56160.0,1,3370,19.08285108024701,4,0,22,23
1046,251040,4143.127008928572,79,54480.0,1,3208,18.345982142857242,4,0,21,23
1047,251280,3967.4931216931222,79,55440.0,1,3328,18.613756613756813,6,0,22,22
1048,251520,4348.275405092592,86,52080.0,2,3290,19.0491898148149,5,0,21,24
1049,251760,4266.393460648148,85,52320.0,1,3269,18.81307870370384,11,0,22,23
1050,252000,3968.8441619374744,77,55920.0,2,3313,18.911676125049798,17,0,23,25
1051,252240,4528.335011574074,89,50160.0,1,3241,18.929976851851954,8,0,21,23
1052,252480,4262.684259259258,86,52560.0,1,3137,18.231481481481683,10,0,22,24
1053,252720,4199.7965277777785,86,52560.0,1,3104,18.00694444444456,10,0,20,22
1054,252960,4348.06099537037,79,53280.0,1,3218,18.478009259259462,13,0,21,22
1055,253200,4207.807233796298,95,51120.0,1,3161,18.985532407407494,17,0,20,23
1056,253440,3972.0769097222224,93,53040.0,1,3073,18.446180555555664,12,0,20,23
1057,253680,4074.5997685185184,89,52800.0,1,3159,18.400462962963047,10,0,22,22
1058,253920,4017.8121141975303,82,54960.0,1,3256,18.97577160493837,5,0,21,22
1059,254160,3787.867787247476,74,57840.0,1,3279,18.86442550505045,11,0,21,23
1060,254400,3996.3851658950625,80,55200.0,2,3315,18.829668209876598,11,0,21,22
1061,254640,3878.694097222221,77,56160.0,2,3193,18.211805555555657,10,0,22,22
1062,254880,3940.359456018519,80,55680.0,1,3223,18.88108796296307,12,0,21,23
1063,255120,3594.1718171296297,75,58800.0,2,3368,19.256365740740833,11,0,23,23
1064,255360,4053.602562079125,79,55200.0,2,3154,18.39487584175087,17,0,22,23
1065,255600,4237.501140873016,86,52560.0,1,3243,18.597718253968317,9,0,23,22
1066,255840,4150.7597281576445,76,54720.0,2,3411,19.08054368471048,8,0,22,22
1067,256080,4091.6532572751325,77,54960.0,1,3149,18.29348544973556,5,0,21,22
1068,256320,4101.066688368056,76,55200.0,2,3230,18.466623263888966,11,0,21,21
1069,256560,4120.197973592766,86,53040.0,1,3299,19.204052814469517,6,0,21,23
1070,256800,4263.99484039961,98,49920.0,1,3392,19.610319200779816,10,0,23,24
1071,257040,3727.1001350308643,71,58560.0,2,3298,18.399729938271587,4,0,23,22
1072,257280,3640.928601065688,81,57360.0,2,3216,18.742797868623434,11,0,22,23
1073,257520,3548.880965909091,73,59280.0,1,3147,17.838068181818254,6,0,21,23
1074,257760,3843.445833333333,77,57120.0,2,3233,18.708333333333407,6,0,23,23
1075,258000,3946.004065393519,80,55440.0,1,3185,18.591869212963168,8,0,20,23
1076,258240,3737.1444458439078,85,55680.0,2,3387,19.311108312186008,9,1,24,24
1077,258480,3039.781674382716,69,63360.0,1,3392,19.03665123456778,3,0,23,23
1078,258720,3570.4448593248376,70,59520.0,1,3438,19.71028135032503,3,0,23,24
1079,258960,3364.582575471044,69,61200.0,1,3293,18.434849057911784,4,0,22,22
1080,259200,3670.816010802469,74,57840.0,2,3482,18.967978395061763,3,0,23,24
1081,259440,3489.485379271316,67,60480.0,2,3436,18.629241457366586,5,0,23,23
1082,259680,3294.325782772905,62,62640.0,1,2530,13.948434454191082,6,2,16,18
